cvegeo,nearest_hub_state,travel_time_nearest_hub_min
01001,NA,NA
01003,NA,NA
01005,NA,NA
01007,NA,NA
01011,NA,NA
02001,NA,NA
02002,NA,NA
02003,NA,NA
02004,NA,NA
02005,NA,NA
03001,NA,NA
03002,NA,NA
03003,NA,NA
03008,NA,NA
04002,NA,NA
04003,NA,NA
04005,NA,NA
04011,NA,NA
05002,NA,NA
05003,NA,NA
05018,NA,NA
05020,NA,NA
05022,NA,NA
05025,NA,NA
05027,NA,NA
05028,NA,NA
05030,NA,NA
05033,NA,NA
05035,NA,NA
06002,NA,NA
06004,NA,NA
06007,NA,NA
06009,NA,NA
06010,NA,NA
07012,NA,NA
07019,NA,NA
07048,NA,NA
07055,NA,NA
07057,NA,NA
07061,NA,NA
07068,NA,NA
07078,NA,NA
07081,NA,NA
07086,NA,NA
07101,NA,NA
07107,NA,NA
08001,NA,NA
08011,NA,NA
08019,NA,NA
08021,NA,NA
08031,NA,NA
08032,NA,NA
08037,NA,NA
08045,NA,NA
08065,NA,NA
09002,NA,NA
09003,NA,NA
09004,NA,NA
09005,NA,NA
09006,NA,NA
09007,NA,NA
09008,NA,NA
09009,NA,NA
09010,NA,NA
09011,NA,NA
09012,NA,NA
09013,NA,NA
09014,NA,NA
09015,NA,NA
09016,NA,NA
09017,NA,NA
10003,NA,NA
10005,NA,NA
10007,NA,NA
10012,NA,NA
11003,NA,NA
11004,NA,NA
11007,NA,NA
11011,NA,NA
11014,NA,NA
11015,NA,NA
11017,NA,NA
11020,NA,NA
11021,NA,NA
11023,NA,NA
11027,NA,NA
11028,NA,NA
11030,NA,NA
11032,NA,NA
11037,NA,NA
11041,NA,NA
11042,NA,NA
12001,NA,NA
12028,NA,NA
12029,NA,NA
12035,NA,NA
13002,NA,NA
13008,NA,NA
13013,NA,NA
13015,NA,NA
13016,NA,NA
13022,NA,NA
13024,NA,NA
13029,NA,NA
13048,NA,NA
13050,NA,NA
13051,NA,NA
13063,NA,NA
13068,NA,NA
13069,NA,NA
13075,NA,NA
13076,NA,NA
13077,NA,NA
14005,NA,NA
14023,NA,NA
14025,NA,NA
14030,NA,NA
14038,NA,NA
14039,NA,NA
14041,NA,NA
14043,NA,NA
14044,NA,NA
14046,NA,NA
14053,NA,NA
14063,NA,NA
14067,NA,NA
14070,NA,NA
14073,NA,NA
14080,NA,NA
14097,NA,NA
14098,NA,NA
14101,NA,NA
14115,NA,NA
14120,NA,NA
14124,NA,NA
15002,NA,NA
15009,NA,NA
15012,NA,NA
15013,NA,NA
15014,NA,NA
15018,NA,NA
15020,NA,NA
15024,NA,NA
15025,NA,NA
15029,NA,NA
15031,NA,NA
15032,NA,NA
15033,NA,NA
15035,NA,NA
15037,NA,NA
15039,NA,NA
15042,NA,NA
15048,NA,NA
15051,NA,NA
15054,NA,NA
15056,NA,NA
15057,NA,NA
15058,NA,NA
15059,NA,NA
15060,NA,NA
15070,NA,NA
15073,NA,NA
15076,NA,NA
15081,NA,NA
15091,NA,NA
15095,NA,NA
15099,NA,NA
15103,NA,NA
15104,NA,NA
15106,NA,NA
15108,NA,NA
15109,NA,NA
15110,NA,NA
15114,NA,NA
15115,NA,NA
15120,NA,NA
15121,NA,NA
15122,NA,NA
16006,NA,NA
16008,NA,NA
16034,NA,NA
16043,NA,NA
16051,NA,NA
16052,NA,NA
16053,NA,NA
16065,NA,NA
16066,NA,NA
16069,NA,NA
16071,NA,NA
16072,NA,NA
16073,NA,NA
16075,NA,NA
16088,NA,NA
16102,NA,NA
16106,NA,NA
16112,NA,NA
17006,NA,NA
17007,NA,NA
17008,NA,NA
17010,NA,NA
17011,NA,NA
17018,NA,NA
17025,NA,NA
17028,NA,NA
17033,NA,NA
18015,NA,NA
18016,NA,NA
18017,NA,NA
18020,NA,NA
19006,NA,NA
19007,NA,NA
19018,NA,NA
19019,NA,NA
19021,NA,NA
19026,NA,NA
19029,NA,NA
19031,NA,NA
19033,NA,NA
19039,NA,NA
19044,NA,NA
19046,NA,NA
19048,NA,NA
19049,NA,NA
20014,NA,NA
20036,NA,NA
20039,NA,NA
20044,NA,NA
20067,NA,NA
20079,NA,NA
20184,NA,NA
20298,NA,NA
20375,NA,NA
20385,NA,NA
20390,NA,NA
20401,NA,NA
20413,NA,NA
20515,NA,NA
20565,NA,NA
21019,NA,NA
21034,NA,NA
21041,NA,NA
21045,NA,NA
21053,NA,NA
21114,NA,NA
21119,NA,NA
21140,NA,NA
21156,NA,NA
21174,NA,NA
21197,NA,NA
21208,NA,NA
22006,NA,NA
22011,NA,NA
22014,NA,NA
22016,NA,NA
22017,NA,NA
23001,NA,NA
23002,NA,NA
23003,NA,NA
23004,NA,NA
23005,NA,NA
23006,NA,NA
23008,NA,NA
23009,NA,NA
23010,NA,NA
23011,NA,NA
24001,NA,NA
24013,NA,NA
24024,NA,NA
24028,NA,NA
24042,NA,NA
25001,NA,NA
25006,NA,NA
25007,NA,NA
25012,NA,NA
25015,NA,NA
26002,NA,NA
26003,NA,NA
26008,NA,NA
26017,NA,NA
26018,NA,NA
26025,NA,NA
26029,NA,NA
26030,NA,NA
26041,NA,NA
26042,NA,NA
26048,NA,NA
26055,NA,NA
27002,NA,NA
27004,NA,NA
27005,NA,NA
27006,NA,NA
27014,NA,NA
27017,NA,NA
28003,NA,NA
28009,NA,NA
28021,NA,NA
28022,NA,NA
28027,NA,NA
28032,NA,NA
28033,NA,NA
28038,NA,NA
28041,NA,NA
29005,NA,NA
29006,NA,NA
29010,NA,NA
29013,NA,NA
29016,NA,NA
29018,NA,NA
29031,NA,NA
29033,NA,NA
29034,NA,NA
29045,NA,NA
30011,NA,NA
30021,NA,NA
30028,NA,NA
30030,NA,NA
30034,NA,NA
30038,NA,NA
30039,NA,NA
30044,NA,NA
30081,NA,NA
30087,NA,NA
30088,NA,NA
30108,NA,NA
30109,NA,NA
30118,NA,NA
30123,NA,NA
30124,NA,NA
30125,NA,NA
30128,NA,NA
30131,NA,NA
30175,NA,NA
30185,NA,NA
30189,NA,NA
30193,NA,NA
31032,NA,NA
31040,NA,NA
31050,NA,NA
31059,NA,NA
31096,NA,NA
31097,NA,NA
31101,NA,NA
31102,NA,NA
32010,NA,NA
32017,NA,NA
32018,NA,NA
32019,NA,NA
32020,NA,NA
32034,NA,NA
32044,NA,NA
32056,NA,NA
